uniquecolumnheading,self-employed,num-employees,tech-employer,tech-role,has-mental-health-benefits,know-mental-health-options,discussed-mental-health,has-mental-health-resources,anonymity-protected,mental-health-leave-ease,comfort-discussing-health,discuss-mental-health-supervisor,discussed-mental-health-employer,mental-health-talk-employer,discuss-mental-health-coworkers,discussed-mental-health-coworkers,mental-health-talk-coworkers,coworker-mental-health-discussion,coworker-mental-health-talk,importance-physical-health,importance-mental-health,mental-health-coverage,know-mental-health-resources,reveal-mental-health-clients,effect-reveal-mental-health,reveal-mental-health-coworkers,impact-reveal-mental-health,productivity-mental-health,percentage-affected-mental-health,previous-employers,previous-tech-employer,previous-mental-health-benefits,aware-previous-mental-health-options,discussed-mental-health-previous,previous-mental-health-resources,previous-anonymity-protected,previous-comfort-discussing-health,previous-discuss-mental-health-supervisor,previous-discussed-mental-health,previous-mental-health-talk-employer,previous-discuss-mental-health-coworkers,previous-discussed-mental-health-coworkers,previous-mental-health-talk-coworkers,previous-coworker-mental-health-discussion,previous-coworker-mental-health-talk,previous-importance-physical-health,previous-importance-mental-health,current-mental-health-disorder,diagnosed-mental-health,anxiety-disorder,mood-disorder,psychotic-disorder,eating-disorder,adhd,personality-disorder,ocd,ptsd1,stress-response,dissociative-disorder,substance-use,addictive-disorder,other,anxiety-disorder1,mood-disorder1,psychotic-disorder1,eating-disorder1,adhd1,personality-disorder1,ocd1,post-traumatic-stress-disorder_1,stress-response1,dissociative-disorder1,substance-use1,addictive-disorder1,other1,anxiety-disorder2,mood-disorder2,psychotic-disorder2,eating-disorder2,adhd2,personality-disorder2,ocd2,ptsd2,stress-response2,dissociative-disorder2,substance-use2,addictive-disorder2,other2,past-mental-health-disorder,sought-treatment,family-history-mental-illness,mental-health-interference-treated,mental-health-interference-untreated,observations-mental-health-discussion,share-mental-illness,physical-health-interview,physical-health-reason,mental-health-interview,mental-health-reason,open-mental-health,mental-health-career,mental-health-career-effect,team-reaction,unsupportive-response,unsupportive-response-details,supportive-response,supportive-response-details,industry-support,improve-industry-support,additional-comments,interview-mental-health,age,gender,country-live,us-state-live,race,other3,country-work,us-state-work,year,covid-19-diagnosis,start-date,submit-date,network-id
lt4q15w1gwalgxj3u19lt4q133ovj7mo,0,100-500,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,0.0,nan,Yes,0.0,nan,0.0,nan,10.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,"Yes, they all did","Yes, I was aware of all of them",None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,1.0,Indifference really. The type of place where they pretend to care but were only interested in the output.,"Yes, at all of my previous employers",1.0,I'm very open and seek to share my story. It was well received.,1.0,Same as above. Openness and understanding.,10.0,5.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,"Eating Disorder (Anorexia, Bulimia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Sometimes,Often,No,10,No,It's none of the employers business. I should be hired based on my skills and ability to work. They should be willing to accommodate if they desire my skillset.,No,Same as above,0,nan,nan,5,"Yes, I observed",Just hearing of other people not being accommodated when they've shared.,Maybe/Not sure,nan,3,Not treat us like machines.,nan,1,30,Female,United States of America,New York,Black or African American,nan,United States of America,New York,2021,nan,2021-01-08 21:59:21,2021-01-08 22:16:30,6981854dd6
kw1vsqzugd3zmq3mcezf1kw1vsqzxhvm,0,More than 1000,0.0,0.0,I don't know,No,No,Yes,I don't know,Somewhat easy,Same level of comfort for each,No,0.0,nan,Yes,0.0,nan,1.0,How she has been feeling a little off lately and doesn't feel like working. Maybe the monotonous routine was taking a toll on her professional and personal life,9.0,6.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,Yes,Not applicable to me,Not applicable to me,No,9,Maybe,I would not be comfortable discussing it with them as I tend to keep my personal information discreet,No,"I like to keep my personal information discreet, can share it with people I know well but not in an interview",0,nan,nan,7,No,nan,No,nan,2,"Maybe they should hold easy to access counselling sessions for people in need, make it mandatory for every person to attend one such session once a week where people are taught about mental health and can openly share their stories",Nothing,0,22,F,India,nan,nan,nan,India,nan,2021,nan,2021-01-06 05:03:12,2021-01-06 05:13:46,99bc9d42b0
yiw73ww98q16ssfly7emyiw73wtyprpg,0,6-25,1.0,1.0,No,nan,No,No,I don't know,Very easy,Same level of comfort for each,Yes,1.0,I talked about the strees I was undergoing  and that sometime I fear that the pressure would prevail. They were very concerned and asked me what was the cause and the situation was improved.,Yes,1.0,nan,0.0,nan,9.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"No, none did",N/A (none offered),None did,None did,No,Physical health,Some of my previous supervisors,1.0,I was undergoing a lot of pressure from the emolyers to complete a poc. When confronted about the stress it provoked they didn't react and did nothing. I quit the job.,"No, at none of my previous employers",0.0,nan,0.0,nan,8.0,3.0,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,9,Maybe,It's important to be clear and show my stand,Yes,Mental helath is as important as physical health. If I'm not ok with mind neither would be my work.,0,nan,nan,6,"Yes, I experienced",In my previous job the employer was not affected when confronted with facts supporting that indeed there was too much pressure,Maybe/Not sure,nan,3,It would be nice to have meters or a way to mesure the serenity and tranquillity. Also days reserved for the mental health breifing and self care workshops.,nan,0,28,male,Italy,nan,nan,nan,Italy,nan,2021,nan,2021-01-04 15:23:21,2021-01-04 15:38:51,0dfdfc08cf
7bjcip65mx1dne7bcwsu3v8lr7zowxv3,0,More than 1000,1.0,1.0,No,No,No,No,I don't know,Somewhat easy,Physical health,No,0.0,nan,No,0.0,nan,0.0,nan,7.0,6.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,nan,At some of my previous employers,0.0,nan,0.0,nan,7.0,6.0,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,0,Yes,Sometimes,Sometimes,No,8,No,Because foto this reason I Will not be choosen,No,Same reason seen for physical health issue,0,nan,nan,2,No,nan,No,nan,2,Less work load and more gratifications,nan,0,37,Male,Italy,nan,nan,nan,Italy,nan,2021,nan,2021-01-03 02:54:52,2021-01-03 03:06:31,526401d1d7
qe1gls252tyd64qe1rqntyrnxrku1c79,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,I know some,"Yes, always",No change,Not applicable to me,Not applicable to me,Not applicable to me,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,nan,8,Yes,nan,Maybe,nan,0,nan,nan,8,I've always been self-employed,nan,I've always been self-employed,nan,3,nan,nan,1,23,Male,South Africa,nan,nan,nan,South Africa,nan,2021,nan,2021-01-02 18:39:37,2021-01-02 18:45:16,48d3e8377b
t746qd7a6yp2gsf05et7z6ec4pe76hpl,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Yes,1.0,"My fiance was suicidal and work stress was immense. This had me stretched very thin, depressed, and in danger of a mental breakdown. Leadership was inexperienced but supportive with assisting.",Yes,1.0,"Ive discussed my stress and depression, steps I'm taking to recover, and requested their help with work assignments. They were inexperienced in discussing mental health but supportive.",1.0,One of my team was killed in a car accident. I met with the team as a group and each individual with several discussions.,5.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"No, none did",N/A (none offered),None did,None did,No,Physical health,"Yes, all of my previous supervisors",0.0,nan,"No, at none of my previous employers",1.0,Discussed stress/insomnia.. co-workers tried to assist but inexperience made it difficult.,1.0,"Stress, depression, abusive parents, abuse significant others.. I was very inexperienced so offered support/solidarity and distraction but was unsure what to do next.",2.0,2.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,1,I don't know,Sometimes,Sometimes,No,9,Maybe,If the mental health issue was unable to impact work duties then no. Otherwise it's important for both employee and employer are aware of the situation and a plan is formed to feel comfortable.,Maybe,Same as previous answer,1,0.0,nan,6,"Yes, I observed",Previous job - leadership mocking the individual,"Yes, I observed",nan,4,"Encourage use of tools that have been proven effective like yoga, mindfulness, etc with a programs to pay for membership to apps/classes. Tackle work life balance. I'm at 75-90 hours a week and it's hard on family.",I understand the difficulty in writing these questions. I'm very willing to come forward/be direct in difficult environments while this is a challenge for many. This may skew results as both environment and personality will impact responses. Thanks again for doing this work OSMI rocks!!,1,35,Male,United States of America,Utah,White,nan,United States of America,Utah,2021,nan,2021-01-02 14:33:50,2021-01-02 15:15:26,bac44834fb
j58l7okq6mekd29swj58l7o02qv1s8ra,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,"No, I don't know any",Not applicable to me,nan,Not applicable to me,Not applicable to me,Not applicable to me,nan,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,nan,At some of my previous employers,0.0,nan,1.0,He/she told me that he had a burnout and was recovering from it,8.0,8.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,nan,6,Maybe,"No if it's irrelevant, yes if it's visible/relevant",Maybe,"No if it's irrelevant, yes if it's relevant for the job",0,nan,nan,8,No,nan,Maybe/Not sure,nan,3,"Talk withe employees, and create a positive environment",nan,0,34,Male,Netherlands,nan,nan,nan,Netherlands,nan,2021,nan,2021-01-02 11:40:16,2021-01-02 14:41:04,d9823e1aa2
fbgcvo9hy8htdtfbanelcrxuar3zyswl,0,6-25,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,0.0,nan,Yes,0.0,nan,0.0,nan,9.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,I don't know,N/A (was not aware),I don't know,None did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",0.0,nan,"Yes, at all of my previous employers",0.0,nan,0.0,nan,8.0,4.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,10,Maybe,Not sure if it is relevant to the job,Maybe,Only if it were relevant to the job,0,nan,nan,10,Maybe/Not sure,nan,"Yes, I observed",nan,3,Offer or let folks know that there are mental health benefits available and how to access them,nan,1,46,Male,United States of America,Indiana,White,nan,United States of America,Indiana,2021,nan,2021-01-02 13:37:59,2021-01-02 13:49:01,7a999a0a78
osxb5p80am60uye0blbuosxb5xu28bhu,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,"No, I don't know any","No, because it would impact me negatively",nan,"No, because it would impact me negatively",Not applicable to me,Yes,26-50%,1,1.0,"Yes, they all did","Yes, I was aware of all of them",None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,nan,"No, at none of my previous employers",0.0,nan,0.0,nan,2.0,2.0,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,0,Yes,Not applicable to me,Not applicable to me,Yes,8,No,nan,No,nan,0,nan,nan,4,I've always been self-employed,nan,I've always been self-employed,nan,2,nan,nan,0,33,Male,Germany,nan,nan,nan,Germany,nan,2021,nan,2021-01-02 13:09:12,2021-01-02 13:18:55,8d0be62e0d
naobzal5q63ahg9qanaobnk0rcn7wl6z,0,26-100,1.0,1.0,No,No,No,No,I don't know,Somewhat easy,Physical health,Yes,0.0,nan,No,1.0,"I had an episode and went to the hospital. It was a panic attack. My direct manager took me there and stayed until I got accepted. I'm bipolar 2 and after this episode I started to be more open about my illness. It may be just an impression, but my coworkers started to be really careful about me and anytime they asked me about it it was ""how are you?"", ""are you feeling better?"", they were never capable of using the word bipolar, for example, as if it was a taboo of some sort.",0.0,nan,4.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,1.0,"I was working too much and started to perform worse that it was supposed to be, given the amount of time I was putting. I was not aware at that point, but I was probably about to have a burnout. We went to this meeting, just three of us, to discuss technical related topics. At some point, my performance became a topic and I ended up crying. My coworker and manager were really understanding and made me feel comfortable, even though I was really afraid of crying in the workplace.  Till this day, I have a really good friendship with this coworker. By the way, this experience happened in another country (from the previous question). The previous one happened in Germany and this one in Brazil",At some of my previous employers,1.0,"It was the outcome of some episode. I had to be open and tell them what was happening. After that, they became more understanding, but sometimes in a bad way, like if I was not capable to handle pressure as I would be before they knew about the illness.",0.0,nan,6.0,2.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,I don't know,Sometimes,Often,nan,6,Maybe,"Of course, if we are talking about a physical health issue which is going to affect my work, I would bring, but if we are talking about, let's say, diabetes (and I have it under control) I cannot see any reasons for bring it to discussion in an interview.",No,"I cannot see the point of bringing it during the interview process. Just like the physical illness, I could bring it if it was something that could impact my performance.",0,nan,nan,6,"Yes, I experienced","During pair programming I could notice some condescending behaviour from one of my peers. We were doing something he was used to do and he was acting as I was supposed to know what to do. I got really anxious at that point, he noticed and proceeded with the approach. It was a really bad experience, it took me a few weeks to get rid of that feeling and stop repeating that moment in my head, compulsively.","Yes, I observed",nan,2,"It seems to me that bad management makes a huge impact on people's mental health. It is where all the unnecessary pressure starts, the unnecessary short deadlines, the frequent change of priority. I think having the industry pacing down, respecting the processes, and giving people reasonable deadlines, would make a great difference. Other than that, a more humane HR, open channels for discussing mental health and more flexible vacation/sick days would represent a good change.","It is normal having people from one country, living in another one answering this survey (I think). When asked about experiences, for instance, it would be nice, and probably interesting for the research, having the answers attached to the country where it happened. The experience I had in Brazil is completely different from the experience I'm having now living in Germany.",1,33,Male,Germany,nan,nan,nan,Germany,nan,2021,nan,2021-01-02 10:41:54,2021-01-02 11:21:31,a59c8c1c68
biuiv5zu5uhm4ebm5dk959ttbiuiv5wo,0,100-500,1.0,1.0,No,nan,I don't know,No,I don't know,Somewhat easy,Physical health,Maybe,0.0,nan,Maybe,0.0,nan,0.0,nan,8.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,nan,"No, at none of my previous employers",0.0,nan,0.0,nan,8.0,5.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,0,Yes,Not applicable to me,Not applicable to me,No,6,Maybe,If can affect by future work and don't know how employee will react to these info,No,If can affect my work and I don't know how employee will react to the information,0,nan,nan,3,No,nan,No,nan,3,nan,nan,0,49,Male,Portugal,nan,nan,nan,Portugal,nan,2021,nan,2021-01-02 11:08:14,2021-01-02 11:21:01,79b71767f4
ctnfitiaq7rv20teurctnfitinl0xbdt,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,"No, I don't know any","No, because it would impact me negatively",nan,Not applicable to me,Negatively,Yes,1-25%,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,0,No,Not applicable to me,Not applicable to me,nan,0,No,nan,No,nan,0,nan,nan,1,I've always been self-employed,nan,I've always been self-employed,nan,4,nan,nan,1,28,nan,Pakistan,nan,nan,nan,Switzerland,nan,2021,nan,2021-01-02 10:52:50,2021-01-02 10:58:07,5c8bc36744
a7eq07l1ositg5i3p38yta7eq07lhoed,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,I know some,"No, because it doesn't matter",nan,"No, because it doesn't matter",Not applicable to me,Yes,51-75%,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,0,No,Sometimes,Sometimes,Yes,3,No,It will impact on the job,No,It will impact the job,0,nan,nan,3,Maybe/Not sure,nan,Maybe/Not sure,nan,4,"Support them , and provide less stress time for work",No thank you,1,26,Male,India,nan,nan,nan,India,nan,2021,nan,2021-01-02 10:42:04,2021-01-02 10:48:30,b98fa78f08
k2ov51efc5z4mb2fk2ovn6tx13b8cvsq,0,26-100,1.0,1.0,I don't know,No,No,No,No,Somewhat difficult,Physical health,Maybe,1.0,nan,Maybe,1.0,nan,1.0,nan,8.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"No, none did","No, I only became aware later",None did,None did,No,Physical health,"No, none of my previous supervisors",0.0,nan,"No, at none of my previous employers",0.0,nan,0.0,nan,0.0,0.0,Yes,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,No,Sometimes,Sometimes,Maybe,6,Yes,Luckily we have social security civered under the law so it's normal.,No,"Because it is taboo and not that much understandable by society, where natural selection plays role.",0,nan,nan,8,"Yes, I observed",They put more pressure to them and ultimately fired them...,Maybe/Not sure,nan,3,nan,nan,0,38,male,Slovenia,nan,nan,nan,Slovenia,nan,2021,nan,2021-01-02 10:08:12,2021-01-02 10:19:37,abac0832eb
454yabpvj5ekod27qm454yabpu6ww4fa,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,"Yes, I know several","No, because it would impact me negatively",I'm not sure,"No, because it would impact me negatively",I'm not sure,Yes,26-50%,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,nan,"No, at none of my previous employers",1.0,"It felt awkward, so I tried to make it sound like a joke",1.0,nan,8.0,2.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,Obsessive-Compulsive Disorder,nan,nan,nan,nan,nan,nan,Yes,1,I don't know,Sometimes,Often,Yes,4,No,nan,No,nan,0,nan,nan,2,"Yes, I observed",I had a panic attack and was blamed for it,Maybe/Not sure,nan,2,I've only seen MH benefits offers in large companies,nan,0,23,female,Russia,nan,nan,nan,Russia,nan,2022,nan,12/25/22 13:04,12/25/22 13:12,16f9edd3e7
